source,title,url,published,description
masslive,"Urban oasis: Springfield’s Adams Park gets new playground, basketball court, more",https://www.masslive.com/westernmass/2026/05/urban-oasis-springfields-adams-park-gets-new-playground-basketball-court-more.html,"Tue, 12 May 2026 22:00:16 +0000",The improvements were funded with federal pandemic recovery aid and Community Development Block Grant money.
masslive,‘Summer House’ season 10 - Where can I watch new episode tonight for free?,https://www.masslive.com/tv/2026/05/summer-house-season-10-where-can-i-watch-new-episode-tonight-for-free.html,"Tue, 12 May 2026 22:00:00 +0000","Kyle reaches his breaking point and tensions erupt with Carl in a new episode of ""Summer House"" season 10 airing on Tuesday, May 12."
masslive,‘The Mystery of Richard Simmons: A Diane Sawyer Special’ premieres tonight - How to watch free,https://www.masslive.com/tv/2026/05/the-mystery-of-richard-simmons-a-diane-sawyer-special-premieres-tonight-how-to-watch-free.html,"Tue, 12 May 2026 22:00:00 +0000","""The Mystery of Richard Simmons: A Diane Sawyer Special"" traces the beloved personality's remarkable rise to fame and examines the cultural impact that made him a household name."
cleveland,Where to watch Timberwolves vs. Spurs Game 5 for free today,https://www.cleveland.com/tv/2026/05/where-to-watch-timberwolves-vs-spurs-game-5-for-free-today.html,"Tue, 12 May 2026 22:00:00 +0000",Victor Wembanyama guides the San Antonio Spurs against the Minnesota Timberwolves in a pivotal Game 5 of the Western Conference semifinals today. Find out how to watch the NBA playoffs for free.
masslive,‘Farmer Wants A Wife’ season 4 new episode - Where to watch tonight for free,https://www.masslive.com/tv/2026/05/farmer-wants-a-wife-season-4-new-episode-where-to-watch-tonight-for-free.html,"Tue, 12 May 2026 22:00:00 +0000","Three women are chosen for romantic solo dates in a new episode of ""Farmer Wants A Wife"" airing on Tuesday, May 12."
mlive,Where to watch the San Antonio Spurs vs. Minnesota Timberwolves Game 5 for free tonight,https://www.mlive.com/tv/2026/05/where-to-watch-the-san-antonio-spurs-vs-minnesota-timberwolves-game-5-for-free-tonight.html,"Tue, 12 May 2026 22:00:00 +0000",The Western Conference semifinal series is tied 2-2 heading into tonight's matchup at Frost Bank Center. Here's how to watch.
cleveland,A tragic injury sidelined this $12.5 million linebacker — and he still ranks in the top 10 of 2026 salaries,https://www.cleveland.com/sports/2026/05/who-are-the-nfls-highest-paid-linebackers-for-the-2026-season.html,"Tue, 12 May 2026 22:00:00 +0000",Who are the top-paid NFL linebackers for 2026? We've ranked the top 10.
masslive,‘Love & Hip Hop: Atlanta’ season 13 episode 28 airs tonight - How to watch free,https://www.masslive.com/tv/2026/05/love-hip-hop-atlanta-season-13-episode-28-airs-tonight-how-to-watch-free.html,"Tue, 12 May 2026 22:00:00 +0000","Yandy and Ashley put their grievances out in the open in a new episode of ""Love & Hip Hop: Atlanta"" airing on Tuesday, May 12."
alcom,Best progressive jackpot slots to play with the betPARX Casino promo this weekend,https://www.al.com/casinos/2026/05/best-progressive-jackpot-slots-to-play-with-the-betparx-casino-promo-this-weekend.html,"Tue, 12 May 2026 22:00:00 +0000","Three top progressive jackpot games are available at betParx Casino, including Egglink ChickenFox and All Aboard Dynamite Dash, with prizes that grow with every bet."
syracuse,Ticketmaster releases limited number of Ariana Grande tickets today: How to secure yours,https://www.syracuse.com/live-entertainment/2026/05/ticketmaster-releases-limited-number-of-ariana-grande-tickets-today-how-to-secure-yours.html,"Tue, 12 May 2026 22:00:00 +0000","Fans have until Thursday, May 14, 12 p.m. ET to request up to four tickets."
masslive,"Mass. Fair Housing Center, Springfield No One Leaves to hold clinics on sealing eviction records",https://www.masslive.com/westernmass/2026/05/mass-fair-housing-center-springfield-no-one-leaves-to-hold-clinics-on-sealing-eviction-records.html,"Tue, 12 May 2026 21:59:08 +0000","The groups will offer 15 clinics across Hampden, Hampshire, Franklin and Berkshire counties to help tenants get their records sealed."
alcom,Alabama lawmaker tells PAC to cease and desist from making ‘false’ claims,https://www.al.com/news/2026/05/alabama-lawmaker-tells-pac-to-cease-and-desist-from-making-false-claims.html,"Tue, 12 May 2026 21:56:51 +0000","Rep. Matt Simpson claims that the Alabama Values PAC is lying about his record through mailers sent throughout his district. The PAC, on Monday, admitted to a printing error."
alcom,‘Homestead Rescue’ features a high stakes rescue in California’s fire country during season 14 premiere,https://www.al.com/tv/2026/05/homestead-rescue-features-a-high-stakes-rescue-in-californias-fire-country-during-season-14-premiere.html,"Tue, 12 May 2026 21:56:00 +0000","During the season 14 premiere episode of ""Homestead Rescue"" Misty and Matt are left alone to pull off an urgent fix on a high stakes rescue in California’s unruly fire country."
oregonlive,"‘Not the next COVID’: Amid hantavirus fears, health officials offer reassurances",https://www.oregonlive.com/health/2026/05/not-the-next-covid-amid-hantavirus-fears-health-officials-offer-reassurances.html,"Tue, 12 May 2026 21:55:06 +0000","The risk to the general public is low because the virus does not spread easily between people, health officials say."
mlive,"New drive-thru spot offering more than 20,000 drink combos proposed in Flint Township",https://www.mlive.com/news/flint/2026/05/new-drive-thru-spot-offering-more-than-20000-drink-combos-proposed-in-flint-township.html,"Tue, 12 May 2026 21:52:34 +0000","Tracey Tucker, the township’s Economic Enhancement Director, said the location previously housed a Krispy Kreme."
silive,55 posts in 3 hours: Trump revives debunked Obama and election claims,https://www.silive.com/politics/2026/05/55-posts-in-3-hours-trump-revives-debunked-obama-and-election-claims.html,"Tue, 12 May 2026 21:52:10 +0000","The president fired off 55 Truth Social posts between 10:15 p.m. and 1:12 a.m., ampliyying one post calling Obama ""the most DEMONIC FORCE"" in American politics and demanding multiple arrests without evidence."
pennlive,Developer nixes plan to build data center in central Pennsylvania,https://www.pennlive.com/business/2026/05/developer-nixes-plan-to-build-data-center-in-central-pennsylvania.html,"Tue, 12 May 2026 21:51:35 +0000","The data center was proposed for a tract, which would've needed to be rezoned, in Lebanon County."
syracuse,Deputies looking for more victims of Syracuse man accused of child sex crimes back to 2013,https://www.syracuse.com/crime/2026/05/deputies-looking-for-more-victims-of-syracuse-man-accused-of-child-sex-crimes-back-to-2013.html,"Tue, 12 May 2026 21:51:30 +0000",Fragola is a Level 3 registered sex offender and has spent two years in state prison for raping a 14-year-old girl.
alcom,NBA player’s death at 29 being investigated as possible overdose,https://www.al.com/sports/2026/05/nba-players-death-at-29-being-investigated-as-possible-overdose.html,"Tue, 12 May 2026 21:51:03 +0000","He was pronounced dead on Monday, May 11,"
alcom,"ESPN, ABC announce several 2026 kickoff times, TV info",https://www.al.com/sports/2026/05/espn-abc-announce-several-2026-college-football-kickoff-times-tv-info.html,"Tue, 12 May 2026 21:50:51 +0000",Season begins with Week 0 on Aug. 29
mlive,Bagel shop in Ann Arbor closes amid state rebrand,https://www.mlive.com/news/ann-arbor/2026/05/bagel-shop-in-ann-arbor-closes-amid-state-rebrand.html,"Tue, 12 May 2026 21:49:26 +0000","Bruegger’s Bagels near the University of Michigan shut its doors Tuesday, May 12."
pennlive,"Pa. mother, 22, was at drug deal when an apartment fire killed her 3 children: DA",https://www.pennlive.com/crime/2026/05/pa-mother-22-was-at-drug-deal-when-an-apartment-fire-killed-her-3-children-da.html,"Tue, 12 May 2026 21:48:16 +0000",Police said the mother left her kids unsupervised to complete a drug deal. She is charged with three counts of murder and is being held without bail.
alcom,Woman fatally shot at Alabama hospital; 1 in custody,https://www.al.com/news/2026/05/woman-fatally-shot-at-alabama-hospital-1-in-custody.html,"Tue, 12 May 2026 21:47:50 +0000",The deadly shooting happened Tuesday afternoon at DCH Regional Medical Center in Tuscaloosa.
masslive,New $20 Polymarket promo code “MASS” updated for MLB and NBA,https://www.masslive.com/betting/2026/05/new-20-polymarket-promo-code-mass-updated-for-mlb-and-nba.html,"Tue, 12 May 2026 21:46:11 +0000","Double your first deposit with Polymarket promo code MASS. Unlock your $20 bonus to trade NBA playoffs, MLB and more."
oregonlive,Watch Spurs vs Timberwolves Game 5 streaming live for free tonight,https://www.oregonlive.com/tv/2026/05/how-to-watch-spurs-vs-timberwolves-game-5-is-streaming-live-for-free-tonight-tv-channel-time-odds.html,"Tue, 12 May 2026 21:45:00 +0000",Anthony Edwards and the Minnesota Timberwolves are facing off against the San Antonio Spurs tonight in Game 5 of a 2-2 series.
masslive,"Red Sox give injury updates on Roman Anthony, Garrett Crochet — and 6 other players",https://www.masslive.com/redsox/2026/05/red-sox-give-injury-updates-on-roman-anthony-garrett-crochet-and-6-other-players.html,"Tue, 12 May 2026 21:43:24 +0000","Chad Tracy provided updates on Roman Anthony, Garrett Crochet and six other injured Red Sox before Tuesday's game."
pennlive,You won’t believe what Fetterman defended Trump on this time,https://www.pennlive.com/politics/2026/05/you-wont-believe-what-fetterman-defended-trump-on-this-time.html,"Tue, 12 May 2026 21:43:18 +0000",Fetterman made the comments during an appearance on comedian Bill Maher's podcast.
mlive,"Poll puts McMorrow and Stevens neck and neck with Rogers in U.S. Senate race, El-Sayed trails",https://www.mlive.com/politics/2026/05/poll-puts-mcmorrow-and-stevens-neck-and-neck-with-rogers-in-us-senate-race-el-sayed-trails.html,"Tue, 12 May 2026 21:41:35 +0000",Two of the three Democratic candidates running for U.S. Senate in Michigan are running neck-and-neck with Republican Mike Rogers.
mlive,Foundation breaks with solar developer amid fervent opposition in Southern Michigan,https://www.mlive.com/news/jackson/2026/05/foundation-breaks-with-solar-developer-amid-fervent-opposition-in-southern-michigan.html,"Tue, 12 May 2026 21:41:00 +0000","“When it became polarizing and negative, it was time for us to step back,” said Sharon Bisher, foundation president and CEO."
alcom,ESPN’s ‘College GameDay’ announces first two stops of 2026-27 season,https://www.al.com/alabamafootball/2026/05/espns-college-gameday-announces-for-two-stops-of-2026-27-season.html,"Tue, 12 May 2026 21:39:02 +0000",The popular college football pregame show is headed to marquee games in the first two weeks.
alcom,"Kickoff time, TV channel announced for Auburn’s 2026 season opener",https://www.al.com/auburnfootball/2026/05/kickoff-time-tv-channel-announced-for-auburns-2026-season-opener.html,"Tue, 12 May 2026 21:38:18 +0000",Here's when and how fans can watch Auburn's 2026 season opener
masslive,Where to watch Ducks vs. Golden Knights free live stream today: Game 5,https://www.masslive.com/tv/2026/05/where-to-watch-ducks-vs-golden-knights-free-live-stream-today-game-5.html,"Tue, 12 May 2026 21:36:58 +0000",The Vegas Golden Knights host the Anaheim Ducks for Game 5 of their second round Stanley Cup Playoff series with everything level at 2-2.
cleveland,Ohio State vs. Texas football: Schedule details released for marquee nonconference game,https://www.cleveland.com/osu/2026/05/ohio-state-vs-texas-football-schedule-details-released-for-marquee-nonconference-game.html,"Tue, 12 May 2026 21:35:20 +0000",Schedule details have been released for Ohio State football's Week 2 game at Texas.
alcom,"Kickoff time, TV info for Alabama season opener vs East Carolina",https://www.al.com/alabamafootball/2026/05/kickoff-time-tv-info-revealed-for-alabama-football-season-opener-vs-east-carolina.html,"Tue, 12 May 2026 21:31:00 +0000",Alabama will open its football season against East Carolina on Sept. 5 at Bryant-Denny Stadium.
masslive,Hundreds of police officers march at wake to honor fallen state trooper,https://www.masslive.com/news/2026/05/hundreds-of-police-officers-march-at-wake-to-honor-fallen-state-trooper.html,"Tue, 12 May 2026 21:25:48 +0000","Over 1,000 officers honored State Police Trooper Kevin Trainor, killed by a wrong-way driver while responding to a 911 call, at his wake Tuesday."
masslive,Why Celtics analyst is skeptical of Giannis Antetokounmpo trade pursuit,https://www.masslive.com/celtics/2026/05/why-celtics-analyst-is-skeptical-of-giannis-antetokounmpo-trade-pursuit.html,"Tue, 12 May 2026 21:25:26 +0000",Brian Scalabrine does not believe the Celtics should pursue Giannis Antetokounmpo this offseason.
mlive,Pistons playoff injury report: Key starter questionable for Game 5,https://www.mlive.com/pistons/2026/05/pistons-playoff-injury-report-key-starter-questionable-for-game-5.html,"Tue, 12 May 2026 21:23:42 +0000",The Pistons have three of their most-experienced players on their early injury report for Game 5 in Detroit.
cleveland,Stephen Vogt returns to Guardians’ dugout after two-game absence,https://www.cleveland.com/guardians/2026/05/stephen-vogt-returns-to-guardians-dugout-after-two-game-absence-because-of-illness.html,"Tue, 12 May 2026 21:23:36 +0000","Manager Stephen Vogt, saving his voice for Tuesday night's game, didn't talk to reporters before the game."
alcom,"‘Squatters’ returns with two-episode premiere: How to watch, where to stream free",https://www.al.com/tv/2026/05/squatters-returns-with-two-episode-premiere-how-to-watch-where-to-stream-free.html,"Tue, 12 May 2026 21:23:00 +0000","During this week's two-episode premiere of ""Squatters"" the team heads to Washington to help a couple of homeowners struggling to regain control over their own properties after strangers take over."
pennlive,10 rescued after a small plane crashes off the Florida coast,https://www.pennlive.com/nation-world/2026/05/10-rescued-after-a-small-plane-crashes-off-the-florida-coast.html,"Tue, 12 May 2026 21:20:33 +0000",The Aircraft Accident Investigation Authority in the Bahamas says the pilot declared an emergency and then communication was lost.
masslive,City councilors 'reluctant' on Mass. mayor's plan to buy closed college campus,https://www.masslive.com/education/2026/05/city-councilors-reluctant-on-mass-mayors-plan-to-buy-closed-college-campus.html,"Tue, 12 May 2026 21:20:09 +0000",The city councilors questioned the financial risks and transparency of buying the closed college campus — especially on a deadline.
pennlive,Stanley’s Limited-Edition Fútbol Artist Collection Drops May 14 - Here’s Every Colorway,https://www.pennlive.com/shopping-deals/2026/05/stanleys-limited-edition-futbol-artist-collection-drops-may-14-heres-every-colorway.html,"Tue, 12 May 2026 21:16:21 +0000","Stanley launches a limited-edition, soccer-inspired tumbler collection featuring unique designs from seven artists."
lehighvalley,Stanley’s Limited-Edition Fútbol Artist Collection Drops May 14 - Here’s Every Colorway,https://www.lehighvalleylive.com/shopping/2026/05/stanleys-limited-edition-futbol-artist-collection-drops-may-14-heres-every-colorway.html,"Tue, 12 May 2026 21:16:21 +0000","Stanley launches a limited-edition, soccer-inspired tumbler collection featuring unique designs from seven artists."
oregonlive,"UW student stabbed to death, Seattle police say",https://www.oregonlive.com/crime/2026/05/uw-student-stabbed-to-death-seattle-police-say.html,"Tue, 12 May 2026 21:16:17 +0000",Police are investigating after a student was found dead in campus housing Sunday.
masslive,NHL hands down hefty discipline to Charlie McAvoy for slash on Sabres forward,https://www.masslive.com/bruins/2026/05/nhl-hands-down-hefty-discipline-to-charlie-mcavoy-for-slash-on-sabres-forward.html,"Tue, 12 May 2026 21:14:11 +0000",The NHL made its decision about Charlie McAvoy's discipline for his slash on Zach Benson in Game 6.
silive,Bike tour ends on Staten Island with $20K boost for children’s cancer camp,https://www.silive.com/entertainment/2026/05/bike-tour-ends-on-staten-island-with-20k-boost-for-childrens-cancer-camp.html,"Tue, 12 May 2026 21:13:09 +0000","More than 50 people attended the “Cycle for Sunrise Brunch,” a fundraising luncheon after the Five Boro Bike Tour."
mlive,Ex-Lions starter announces retirement after 3 NFL seasons,https://www.mlive.com/lions/2026/05/ex-lions-starter-announces-retirement-after-3-nfl-seasons.html,"Tue, 12 May 2026 21:12:31 +0000","Jerry Jacobs retired from football after three NFL seasons, most recently playing for the Lions and briefly joining the CFL."
masslive,Holyoke OK'd to add a gas tank to boost supply,https://www.masslive.com/westernmass/2026/05/holyoke-okd-to-add-a-gas-tank-to-boost-supply.html,"Tue, 12 May 2026 21:11:18 +0000",Leaders say the new tank will help meet energy demand and support growth in the city.
syracuse,Latest state softball rankings: Six Section III teams inch up,https://www.syracuse.com/highschoolsports/2026/05/latest-state-softball-rankings-six-section-iii-teams-inch-up.html,"Tue, 12 May 2026 21:10:32 +0000","Overall, 12 teams from Section III are ranked."
mlive,Detroit River walleye anglers busted with more than double their limit,https://www.mlive.com/environment/2026/05/detroit-river-walleye-anglers-busted-with-more-than-double-their-limit.html,"Tue, 12 May 2026 21:10:10 +0000",The Michigan DNR seized 34 walleye from a group of five anglers last week.
masslive,"Kalshi Referral Code MASSLIVE1 upgraded: $10 bonus in SC, GA, FL for Spurs-Timberwolves NBA playoffs",https://www.masslive.com/betting/2026/05/kalshi-referral-code-masslive1-upgraded-10-bonus-in-sc-ga-fl-for-spurs-timberwolves-nba-playoffs.html,"Tue, 12 May 2026 21:10:05 +0000","Get a $10 bonus with Kalshi referral code MASSLIVE1. Trade legal prediction markets on Spurs vs. Timberwolves NBA playoff markets today, May 12, 2026."
alcom,"Confusion swirls, but Alabama candidates and election officials say: Vote Tuesday",https://www.al.com/news/2026/05/confusion-swirls-but-alabama-candidates-and-election-officials-say-vote-tuesday.html,"Tue, 12 May 2026 21:08:08 +0000","Congressional primary contests will be on the ballot Tuesday, but won't be counted. Still, officials say the public should vote on a host of other races on the primary ballot."
mlive,"‘The party’s over.’ After more than 20 years, beloved Michigan restaurant to close its doors",https://www.mlive.com/news/flint/2026/05/the-partys-over-after-more-than-20-years-beloved-michigan-restaurant-to-close-its-doors.html,"Tue, 12 May 2026 21:06:17 +0000",The restaurant is set to close its doors this weekend.
mlive,Jalen Duren has ‘no excuses’ for playoff form. Here’s why the Pistons are sticking with him,https://www.mlive.com/pistons/2026/05/jalen-duren-has-no-excuses-for-playoff-form-heres-why-the-pistons-are-sticking-with-him.html,"Tue, 12 May 2026 21:04:29 +0000","The Pistons' starting center has struggled through the better part of 11 playoff games, but there's still belief in his ability to contribute."
masslive,"Misdiagnosed for years, Chicopee man will undergo ‘last shot’ treatment for rare cancer",https://www.masslive.com/westernmass/2026/05/misdiagnosed-for-years-chicopee-man-will-undergo-last-shot-treatment-for-rare-cancer.html,"Tue, 12 May 2026 21:04:22 +0000","Less than 1% of the U.S. population is diagnosed with this form of cancer each year, according to the National Cancer Institute."
mlive,East Ganson Street to close for 3 weeks for water line connections,https://www.mlive.com/news/jackson/2026/05/east-ganson-street-to-close-for-3-weeks-for-water-line-connections.html,"Tue, 12 May 2026 21:04:14 +0000",A posted detour will direct through traffic to E. Michigan Avenue during the closure.
masslive,Red Sox’ Chad Tracy on making out daily lineup: ‘Final pen-to-paper is my call’,https://www.masslive.com/redsox/2026/05/red-sox-chad-tracy-on-making-out-daily-lineup-final-pen-to-paper-is-my-call.html,"Tue, 12 May 2026 21:03:28 +0000",Not all managers have the luxury of determining their own lineup. Chad Tracy said Tuesday the Red Sox' lineup is his 'call'
mlive,City changes downtown parking rules after talks with business owners,https://www.mlive.com/news/kalamazoo/2026/05/city-changes-downtown-parking-rules-after-talks-with-business-owners.html,"Tue, 12 May 2026 21:02:24 +0000",Changes include a half hour of free parking on paid on-street parking spaces.
mlive,How to watch the Detroit Tigers vs. New York Mets for free tonight,https://www.mlive.com/tv/2026/05/how-to-watch-the-detroit-tigers-vs-new-york-mets-for-free-tonight.html,"Tue, 12 May 2026 21:00:00 +0000",The Tigers open a three-game series at Citi Field with Jack Flaherty starting against Freddy Peralta at 7:10 p.m. ET on Detroit SportsNet.
silive,Walmart has patio sets on sale for under $100 with delivery before Memorial Day,https://www.silive.com/shopping-deals/2026/05/walmart-has-patio-sets-on-sale-for-under-100-with-delivery-before-memorial-day.html,"Tue, 12 May 2026 21:00:00 +0000",Got a Memorial Day cookout planned? Need more seating? Walmart has patio sets on sale for less than $100 and you can get them delivered for free before Memorial Day weekend even kicks off.
syracuse,Where to watch ‘The Mystery of Richard Simmons’ Diane Sawyer ABC special for free,https://www.syracuse.com/tv/2026/05/where-to-watch-the-mystery-of-richard-simmons-diane-sawyer-abc-special-for-free.html,"Tue, 12 May 2026 21:00:00 +0000","“The Mystery of Richard Simmons: A Diane Sawyer Special” explores the life, disappearance, and legacy of the beloved fitness icon."
syracuse,Timberwolves vs. Spurs Game 5 FREE stream: Where to watch NBA Playoffs,https://www.syracuse.com/tv/2026/05/timberwolves-vs-spurs-game-5-free-stream-where-to-watch-nba-playoffs-today.html,"Tue, 12 May 2026 21:00:00 +0000",Minnesota won Game 4 after Wembanyama was ejected in the second quarter.
mlive,Why Tho? My new hobby has me making friends with women. Will my wife get jealous?,https://www.mlive.com/advice/2026/05/why-tho-my-new-hobby-has-me-making-friends-with-women-will-my-wife-get-jealous.html,"Tue, 12 May 2026 21:00:00 +0000",Can men and women really be friends?
cleveland,Who are the NFL’s highest-paid tight ends for the 2026 season?,https://www.cleveland.com/sports/2026/05/who-are-the-nfls-highest-paid-tight-ends-for-the-2026-season.html,"Tue, 12 May 2026 21:00:00 +0000",Who are the top-paid NFL tight ends for 2026? We've ranked the top 10.
oregonlive,Why Tho? My new hobby has me making friends with women. Will my wife get jealous?,https://www.oregonlive.com/advice/2026/05/why-tho-my-new-hobby-has-me-making-friends-with-women-will-my-wife-get-jealous.html,"Tue, 12 May 2026 21:00:00 +0000",Can men and women really be friends?
mlive,Mom of MSU student killed by East Lansing police demands answers,https://www.mlive.com/news/2026/05/mom-of-msu-student-killed-by-east-lansing-police-demands-answers.html,"Tue, 12 May 2026 20:57:11 +0000","Isaiah Christopher Kirby, 21, a senior at Michigan State University, allegedly stabbed a man last month before he was fatally shot by East Lansing police."
lehighvalley,Recently sold residential properties in Schuylkill County: April 27 to May 3,https://www.lehighvalleylive.com/realestate-news/2026/05/recently-sold-residential-properties-in-schuylkill-county-april-27-to-may-3.html,"Tue, 12 May 2026 20:56:42 +0000","The following is a listing of all residential property transfers in Schuylkill County reported during the week of April 27. There were 32 transactions posted during this time. During this period, the median sale for the area was a 1,540-square-foot property on Schuylkill Avenue in Tamaqua that sold for $103,000."
alcom,Birmingham woman charged in shooting of her estranged husband on US 280 in Vestavia Hills,https://www.al.com/crime/2026/05/birmingham-woman-charged-in-shooting-of-her-estranged-husband-on-us-280-in-vestavia-hills.html,"Tue, 12 May 2026 20:55:25 +0000",Her attorney said she fired in self-defense when the victim approached her vehicle “to cause harm to her.”
cleveland,North Royalton may ask voters to approve EMS tax in November,https://www.cleveland.com/community/2026/05/north-royalton-may-ask-voters-to-approve-tax-for-emergency-medical-services-in-november.html,"Tue, 12 May 2026 20:53:24 +0000",North Royalton may ask voters to approve a tax for emergency medical services in November.
alcom,Where to watch Braves-Cubs MLB game for free today,https://www.al.com/tv/2026/05/where-to-watch-braves-cubs-mlb-game-for-free-today.html,"Tue, 12 May 2026 20:51:32 +0000",The Atlanta Braves play against the Chicago Cubs in an MLB game today. Fans can watch this game for free online.
pennlive,Appeals court spares Trump from paying $83M defamation award to E. Jean Carroll — for now,https://www.pennlive.com/politics/2026/05/appeals-court-spares-trump-from-paying-83m-defamation-award-to-e-jean-carroll-for-now.html,"Tue, 12 May 2026 20:49:54 +0000","The appeals court agreed to a Trump lawyer request to wait until the U.S. Supreme Court gets a chance to review the case or reject an appeal,"
cleveland,"Facing deficit, Akron Public Schools board moves forward with staff reductions",https://www.cleveland.com/akron/2026/05/facing-deficit-akron-public-schools-board-moves-forward-with-staff-reductions.html,"Tue, 12 May 2026 20:49:10 +0000",Akron Public Schools will eliminate 17 positions as part of its plan to right-size its budget for the upcoming school year.
alcom,‘Neighborhood Wars’ features a shocking altercation involving a weapon during season 9 premiere,https://www.al.com/tv/2026/05/neighborhood-wars-features-a-shocking-altercation-involving-a-weapon-during-season-9-premiere.html,"Tue, 12 May 2026 20:48:00 +0000","During the two-episode season 9 premiere of ""Neighborhood Wars"" a dispute escalates between neighbors, leading to a weapon being drawn in a shocking twist."
mlive,"‘Chopped Castaways’ competition strands 12 chefs on an island, how to watch the premiere",https://www.mlive.com/tv/2026/05/chopped-castaways-competition-strands-12-chefs-on-an-island-how-to-watch-the-premiere.html,"Tue, 12 May 2026 20:45:34 +0000",A popular Food Network series is getting its own endurance competition spin-off. “Chopped Castaways” premieres May 12.
mlive,Morez Johnson Jr. turning heads at NBA draft combine,https://www.mlive.com/wolverines/basketball/2026/05/morez-johnson-jr-turning-heads-at-nba-draft-combine.html,"Tue, 12 May 2026 20:45:06 +0000","The latest Wolverine Confidential podcast is about the NBA draft combine, the softball team's NCAA Tournament draw, expectations for this year's Michigan football team, and more."
oregonlive,Watch Canadiens vs Sabres Game 4 streaming live for free tonight,https://www.oregonlive.com/tv/2026/05/how-to-watch-the-canadiens-vs-sabres-game-4-tonight-for-free-tv-channel-time-odds.html,"Tue, 12 May 2026 20:45:00 +0000",Tonight’s NHL Playoff slate features the Montreal Canadiens taking on the Buffalo Sabres in this highly anticipated Game 4 clash.
syracuse,New Caesars Sportsbook Promo Code CUSEDYW Doubles Your Playoff Winnings for NBA and NHL on Tuesday,https://www.syracuse.com/betting/2026/05/new-caesars-sportsbook-promo-code-cusedyw-doubles-your-playoff-winnings-for-nba-and-nhl-on-tuesday.html,"Tue, 12 May 2026 20:45:00 +0000","Use the new Caesars Sportsbook promo code CUSEDYW to unlock 10 100% Profit Boost Tokens when you bet $1 today. Double your winnings on the NBA and NHL games on Tuesday, May 12, 2026!"
syracuse,"NBA $150 BetMGM Bonus Code “CUSEMGM” announced for Spurs, Timberwolves Game 5 tonight",https://www.syracuse.com/betting/2026/05/nba-150-betmgm-bonus-code-cusemgm-announced-for-spurs-timberwolves-game-5-tonight.html,"Tue, 12 May 2026 20:45:00 +0000","BetMGM offers new users a $150 bonus for a $10 bet on Spurs-Timberwolves Game 5, with added NBA playoff promos. Use bonus code CUSEMGM to get in on the action."
mlive,Flint starts construction season with Longway Boulevard resurfacing,https://www.mlive.com/news/flint/2026/05/flint-starts-construction-season-with-longway-boulevard-resurfacing.html,"Tue, 12 May 2026 20:43:17 +0000","The city has kicked off a Longway Boulevard resurfacing project, the first major street job of this year’s construction season in Flint."
mlive,"Byron Center man ordered to prison, must pay back $868,000 for tax evasion",https://www.mlive.com/news/grand-rapids/2026/05/byron-center-man-ordered-to-prison-must-pay-back-868000-for-tax-evasion.html,"Tue, 12 May 2026 20:42:48 +0000","James Phillip Scholten, 51, earlier pleaded guilty to tax evasion in U.S. District Court."
silive,Staten Island pols renew call for accountability over COVID nursing home deaths,https://www.silive.com/politics/2026/05/staten-island-pols-renew-call-for-accountability-over-covid-nursing-home-deaths.html,"Tue, 12 May 2026 20:39:43 +0000",Officials want a comprehensive review of the controversial 2020 pandemic directive.
cleveland,Bengals playing overseas for first time in 7 years: Who are they facing?,https://www.cleveland.com/bengals/2026/05/bengals-playing-overseas-for-first-time-in-7-years-who-are-they-facing.html,"Tue, 12 May 2026 20:38:55 +0000",The Cincinnati Bengals are playing an international game for the first time since 2019.
mlive,Boil water order Oakland County: Timeline for lifting restrictions,https://www.mlive.com/news/detroit/2026/05/boil-water-order-oakland-county-timeline-for-lifting-restrictions.html,"Tue, 12 May 2026 19:17:04 +0000",Great Lakes Water Authority crews have successfully replaced the 42-inch water main section that broke early Sunday. Boil-water orders remain in effect until further notice.
lehighvalley,"Criminal charges filed in deadly Baltimore bridge crash, collapse",https://www.lehighvalleylive.com/news/2026/05/criminal-charges-filed-in-deadly-baltimore-bridge-crash-collapse.html,"Tue, 12 May 2026 19:16:53 +0000",The Singapore-based ship operator and a senior employee are accused of making decisions that caused the crash and covering up what happened.
pennlive,"Criminal charges filed in deadly Baltimore bridge crash, collapse",https://www.pennlive.com/nation-world/2026/05/criminal-charges-filed-in-deadly-baltimore-bridge-crash-collapse.html,"Tue, 12 May 2026 19:16:53 +0000",The Singapore-based ship operator and a senior employee are accused of making decisions that caused the crash and covering up what happened.
njcom,"Homes at or under $350,000 in Essex County in the week of April 27",https://www.nj.com/realestate-news/2026/05/homes-at-or-under-350000-in-essex-county-in-the-week-of-april-27.html,"Tue, 12 May 2026 19:16:38 +0000","For prospective homebuyers eyeing the real estate market in the area of Essex County, here's what sold for $350,000 or under during the week of April 27 to May 3."
njcom,White House blasts ‘absolute moron’ over Trump sleeping speculation,https://www.nj.com/politics/2026/05/white-house-blasts-absolute-moron-over-trump-sleeping-speculation.html,"Tue, 12 May 2026 19:15:00 +0000",The president has faced repeated scrutiny during several of his events.
pennlive,Three Christian music groups join forces for concert in Hershey,https://www.pennlive.com/entertainment/2026/05/three-christian-music-groups-join-forces-for-concert-in-hershey.html,"Tue, 12 May 2026 19:13:25 +0000","Between them, the artists have a combined 55 number 1 singles and several Grammy Awards for contemporary Christian music."
